"YEAR","MONTH","DEP_NA","STATE_NA","SUP_NO","SUP_NA","GOO_NO","GOO_NA","QTY","TOTAL_SALES"
"2023","7","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","2895","239425.10"
"2023","8","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","3705","199686.79"
"2023","9","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","3348","202132.46"
"2023","10","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","2625","239089.37"
"2023","11","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","2597","256745.00"
"2023","12","Sports and Outdoors","Melaka","S35","Rowing Rendezvous","SO005","Rowing Machine E","131","397868.91"
"2023","1","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3644","272547.13"
"2023","2","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","4341","458420.04"
"2023","3","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","246","156143.29"
"2023","4","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","1945","382089.82"
"2023","5","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3631","16256.18"
"2023","6","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3558","71059.02"
"2023","7","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","1880","344784.37"
"2023","8","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","4710","167386.41"
"2023","9","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","2980","109644.26"
"2023","10","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3676","252013.98"
"2023","11","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3494","241447.45"
"2023","12","Toys and Games","Selangor","S47","Toy Town","TG001","Toy Car A","3698","46066.07"
"2023","1","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","2131","357898.32"
"2023","2","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","1185","98984.97"
"2023","3","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","3665","466590.58"
"2023","4","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","1127","349785.89"
"2023","5","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","2597","454768.08"
"2023","6","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","2094","463458.20"
"2023","7","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","677","10644.56"
"2023","8","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","2471","232871.71"
"2023","9","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","4817","431824.93"
"2023","10","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","543","42800.82"
"2023","11","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","4677","432002.29"
"2023","12","Toys and Games","Kuala Lumpur","S12","Doll Delights","TG002","Doll B","3171","21725.64"
"2023","1","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","4642","471849.22"
"2023","2","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","2784","104666.74"
"2023","3","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","2664","374520.05"
"2023","4","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","4719","102659.00"
"2023","5","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","2054","240067.84"
"2023","6","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","4719","119109.96"
"2023","7","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","2666","498872.72"
"2023","8","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","3148","162198.32"
"2023","9","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","221","340188.88"
"2023","10","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","1570","442964.18"
"2023","11","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","2943","440667.11"
"2023","12","Toys and Games","Penang","S15","Educational Emporium","TG003","Educational Toy C","4723","460430.99"
"2023","1","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","1897","290549.18"
"2023","2","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","402","221378.80"
"2023","3","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","2285","467828.50"
"2023","4","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","330","448939.34"
"2023","5","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","2438","326036.01"
"2023","6","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","2391","190177.21"
"2023","7","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","1335","477425.95"
"2023","8","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","3325","107376.49"
"2023","9","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","1497","400469.63"
"2023","10","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","1219","101414.43"
"2023","11","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","641","407327.67"
"2023","12","Toys and Games","Johor","S27","Kite Kingdom","TG004","Kite D","4139","251974.04"
"2023","1","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","476","32198.23"
"2023","2","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","3543","292892.80"
"2023","3","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","3393","220580.38"
"2023","4","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","2336","446716.70"
"2023","5","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","1029","409975.51"
"2023","6","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","2719","93555.19"
"2023","7","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","3600","390510.59"
"2023","8","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","2178","45287.49"
"2023","9","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","1823","481780.53"
"2023","10","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","1345","163181.65"
"2023","11","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","4261","214636.07"
"2023","12","Toys and Games","Melaka","S8","Chess Corner","TG005","Chess Set E","1526","368578.23"
"2022","1","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","733","65159.56"
"2022","2","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","3829","251685.29"
"2022","3","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","3403","215514.33"
"2022","4","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","4561","35466.51"
"2022","5","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","3326","147465.17"
"2022","6","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","731","234669.11"
"2022","7","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","2349","368839.32"
"2022","8","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","1800","40610.01"
"2022","9","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","1346","44017.31"
"2022","10","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","303","482195.20"
"2022","11","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","4127","67282.36"
"2022","12","Automotive","Selangor","S3","Auto Avenue","AU001","Car Charger A","784","221970.27"
"2022","1","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3902","30924.84"
"2022","2","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","1975","6075.40"
"2022","3","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3804","123721.15"
"2022","4","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3677","489841.29"
"2022","5","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3272","61583.19"
"2022","6","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3484","103957.99"
"2022","7","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","3101","319716.11"
"2022","8","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","1867","375552.11"
"2022","9","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","4449","91173.99"
"2022","10","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","2345","37574.25"
"2022","11","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","4954","116185.39"
"2022","12","Automotive","Kuala Lumpur","S25","Jumpstart Junction","AU002","Jump Starter B","4569","359570.44"
"2022","1","Automotive","Penang","S48","Wax World","AU003","Car Wax C","2388","449146.52"
"2022","2","Automotive","Penang","S48","Wax World","AU003","Car Wax C","3308","260323.17"
"2022","3","Automotive","Penang","S48","Wax World","AU003","Car Wax C","3811","462063.80"
"2022","4","Automotive","Penang","S48","Wax World","AU003","Car Wax C","4664","357802.92"
"2022","5","Automotive","Penang","S48","Wax World","AU003","Car Wax C","1382","355521.44"
"2022","6","Automotive","Penang","S48","Wax World","AU003","Car Wax C","305","305783.65"
"2022","7","Automotive","Penang","S48","Wax World","AU003","Car Wax C","3454","487062.58"
"2022","8","Automotive","Penang","S48","Wax World","AU003","Car Wax C","3894","265927.52"
"2022","9","Automotive","Penang","S48","Wax World","AU003","Car Wax C","3283","318818.03"
"2022","10","Automotive","Penang","S48","Wax World","AU003","Car Wax C","852","221288.66"
"2022","11","Automotive","Penang","S48","Wax World","AU003","Car Wax C","2428","374079.90"
"2022","12","Automotive","Penang","S48","Wax World","AU003","Car Wax C","611","136939.43"
"2022","1","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","194","167954.08"
"2022","2","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","652","288387.64"
"2022","3","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2643","449152.54"
"2022","4","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2328","314490.73"
"2022","5","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2012","102854.64"
"2022","6","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","953","222042.26"
"2022","7","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2969","481162.60"
"2022","8","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","3909","197981.30"
"2022","9","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","3027","325566.19"
"2022","10","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2148","493719.59"
"2022","11","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","2201","31840.31"
"2022","12","Automotive","Johor","S10","Dash Drive","AU004","Dash Cam D","4191","95986.82"
"2022","1","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","3688","477332.87"
"2022","2","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","3220","160967.72"
"2022","3","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","1740","359570.32"
"2022","4","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","2567","494044.93"
"2022","5","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","916","432710.88"
"2022","6","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","3811","187860.40"
"2022","7","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","4441","444624.27"
"2022","8","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","2862","187123.93"
"2022","9","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","286","171375.89"
"2022","10","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","3182","314728.99"
"2022","11","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","3679","21963.88"
"2022","12","Automotive","Melaka","S19","Fresh Ride","AU005","Car Air Freshener E","4197","64115.82"
"2022","1","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","975","181479.16"
"2022","2","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","2342","157532.88"
"2022","3","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","2136","331650.42"
"2022","4","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","4095","244874.42"
"2022","5","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","2052","479709.93"
"2022","6","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","3711","415889.81"
"2022","7","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","3275","496117.75"
"2022","8","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","2964","477943.14"
"2022","9","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","1316","370916.92"
"2022","10","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","4224","45646.85"
"2022","11","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","1816","347671.01"
"2022","12","Books and Media","Selangor","S7","Book Bazaar","BM001","Non-Fiction Book A","3627","461505.59"
"2022","1","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","4399","281557.14"
"2022","2","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","699","105076.76"
"2022","3","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","3113","441728.05"
"2022","4","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","1921","436678.42"
"2022","5","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","2693","54140.37"
"2022","6","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","3784","205130.91"
"2022","7","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","3112","17856.41"
"2022","8","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","4716","458415.41"
"2022","9","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","2272","431071.48"
"2022","10","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","1270","470081.96"
"2022","11","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","1896","333112.24"
"2022","12","Books and Media","Kuala Lumpur","S13","Drama Depot","BM002","Drama Movie B","3596","86444.88"
"2022","1","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","4145","363347.26"
"2022","2","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","1391","47785.19"
"2022","3","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","4157","218686.98"
"2022","4","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","2242","453766.84"
"2022","5","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","2307","311575.06"
"2022","6","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","2784","267986.10"
"2022","7","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","733","80931.80"
"2022","8","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","4724","358246.67"
"2022","9","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","2410","47604.69"
"2022","10","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","3558","228465.26"
"2022","11","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","3994","122547.21"
"2022","12","Books and Media","Penang","S34","Rock Reads","BM003","Rock Album C","2097","32709.63"
"2022","1","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","2527","472063.90"
"2022","2","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4817","413696.68"
"2022","3","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","1481","258251.80"
"2022","4","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","443","458797.98"
"2022","5","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","3417","400452.22"
"2022","6","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","2528","224536.81"
"2022","7","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4213","346089.78"
"2022","8","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4472","410987.11"
"2022","9","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","235","424812.03"
"2022","10","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4020","222081.45"
"2022","11","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4320","103400.33"
"2022","12","Books and Media","Johor","S21","Game Galaxy","BM004","Simulation Game D","4619","394214.54"
"2022","1","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","161","275275.70"
"2022","2","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","4990","435124.85"
"2022","3","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","4818","135197.04"
"2022","4","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","412","432688.40"
"2022","5","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","202","72533.92"
"2022","6","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","4249","313725.74"
"2022","7","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","3943","492651.52"
"2022","8","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","3185","480194.55"
"2022","9","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","3827","491243.08"
"2022","10","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","4425","420011.47"
"2022","11","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","4618","144360.04"
"2022","12","Books and Media","Melaka","S36","Sci-Fi Stop","BM005","Science Fiction Book E","1879","382940.82"
"2022","1","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","3106","450187.85"
"2022","2","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","535","434533.22"
"2022","3","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","4724","391230.83"
"2022","4","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","692","287047.07"
"2022","5","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","643","146314.95"
"2022","6","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","3697","395017.31"
"2022","7","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","2075","429986.28"
"2022","8","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","2471","173009.44"
"2022","9","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","3509","186777.31"
"2022","10","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","104","438811.01"
"2022","11","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","169","406599.21"
"2022","12","Beauty and Personal Care","Selangor","S5","Beauty Bliss","BPC001","Cleanser A","462","232059.50"
"2022","1","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","122","430110.16"
"2022","2","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","2547","367290.55"
"2022","3","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","4164","60560.04"
"2022","4","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","2185","132170.18"
"2022","5","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","2567","13972.03"
"2022","6","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","739","38907.36"
"2022","7","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","3468","171975.85"
"2022","8","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","2760","409465.56"
"2022","9","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","1059","445159.32"
"2022","10","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","2086","434019.65"
"2022","11","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","1834","109912.94"
"2022","12","Beauty and Personal Care","Kuala Lumpur","S9","Conditioner Corner","BPC002","Conditioner B","1591","6475.07"
"2022","1","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1175","299986.28"
"2022","2","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1169","32852.12"
"2022","3","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1648","114109.73"
"2022","4","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","3845","289710.67"
"2022","5","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","945","120916.28"
"2022","6","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","2487","489487.86"
"2022","7","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1151","59921.45"
"2022","8","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1387","38296.50"
"2022","9","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","4653","175461.71"
"2022","10","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","159","353664.24"
"2022","11","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","3661","314769.11"
"2022","12","Beauty and Personal Care","Penang","S29","Mascara Magic","BPC003","Mascara C","1570","321198.85"
"2022","1","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","510","204600.92"
"2022","2","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","3127","47390.94"
"2022","3","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","667","383868.56"
"2022","4","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","2710","57040.85"
"2022","5","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","1945","62664.36"
"2022","6","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","254","345713.25"
"2022","7","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","274","273680.68"
"2022","8","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","3575","443088.85"
"2022","9","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","202","31831.59"
"2022","10","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","4416","461262.26"
"2022","11","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","2839","249104.72"
"2022","12","Beauty and Personal Care","Johor","S46","Toothpaste Trends","BPC004","Toothpaste D","3036","96566.05"
"2022","1","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","3944","118045.80"
"2022","2","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","2166","133398.38"
"2022","3","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","3314","87010.60"
"2022","4","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","1976","401074.25"
"2022","5","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","1890","440573.95"
"2022","6","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","3691","255102.68"
"2022","7","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","2837","193637.09"
"2022","8","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","3754","115550.76"
"2022","9","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","1894","122773.85"
"2022","10","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","1722","250316.62"
"2022","11","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","3175","296216.31"
"2022","12","Beauty and Personal Care","Melaka","S45","Toner Time","BPC005","Toner E","509","9234.73"
"2022","1","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","4809","121805.87"
"2022","2","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","2600","376661.25"
"2022","3","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","3510","255904.08"
"2022","4","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","782","189325.07"
"2022","5","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","2998","16960.58"
"2022","6","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","1134","243914.53"
"2022","7","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","3285","364625.46"
"2022","8","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","1965","152695.44"
"2022","9","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","700","296056.21"
"2022","10","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","1962","352069.97"
"2022","11","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","3626","136598.01"
"2022","12","Clothing and Apparel","Selangor","S17","Fashion Frenzy","CL001","Jeans A","1745","292613.53"
"2022","1","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","4574","82966.09"
"2022","2","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","1387","161953.42"
"2022","3","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","2633","328656.75"
"2022","4","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","2982","22077.81"
"2022","5","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","224","189487.40"
"2022","6","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","627","352426.70"
"2022","7","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","2282","486266.36"
"2022","8","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","2451","221886.74"
"2022","9","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","148","350959.89"
"2022","10","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","4505","151519.48"
"2022","11","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","4146","243971.31"
"2022","12","Clothing and Apparel","Kuala Lumpur","S14","Dress Dreams","CL002","Dress B","792","8434.07"
"2022","1","Clothing and Apparel","Penang","S41","Sneaker Street","CL003","Sneakers C","3439","44412.84"
"2022","2","Clothing and Apparel","Penang","S41","Sneaker Street","CL003","Sneakers C","4057","169784.38"
"2022","3","Clothing and Apparel","Penang","S41","Sneaker Street","CL003","Sneakers C","2594","375570.54"
"2022","4","Clothing and Apparel","Penang","S41","Sneaker Street","CL003","Sneakers C","2600","32414.84"
